бык,"OX Слово «вол» происходит от латинского bos, bovis, от которого произошло слово «бычий» (по отношению к быку или корове), «boyero» (тот, кто заботится о волах), рог. Латинское слово bos, bovis происходит от индоевропейского корня *gwou- (крупный рогатый скот), который через греческий язык дал нам bucolic, bulimia. В Мексике друзья называют друг друга «buey» (точно так же, как чилийцы используют huevón). Они также используют слово «бык» в таких выражениях, как «Не играй с быком» или «Они сделали меня быком с счетом». Конечно, «вол» не следует путать с «рогоносцем». Рогоносец — это тот, кому жена подарила ему рога (или рога), то есть кто был ему неверен. В Мексике использование слова «бык» в качестве оскорбления или среди друзей в качестве знака доверия и привязанности пишется и произносится с буквой G, чтобы отличить его от животного и в некотором роде, чтобы оно имело более сильный звук, чем у буква Б. - Спасибо: Лючия Ланда Латиноамериканец, живущий в Лос-Анджелесе, Калифорния, прислал мне сообщение о том, что он вроде крутой (звучит так, как пишется), и я сказал другу. Мой друг посмотрел на меня, очень удивленный тем, что кто-то сделал мне такой комментарий, и спросил меня, почему этот человек сказал мне это. Поэтому я объяснил ему, что, поскольку в ПК США нет диакритических символов, и что он хотел сказать мне, что я немного глуп, но он не написал умлауты на «u»; потом он спокойно вздохнул и улыбнулся. Я был сбит с толку, потому что не знал, вздохнула ли она от разъяснения, что я не гей, или согласилась с тем, что я вроде как гей. В словаре Королевской испанской академии (онлайн) уже есть отдельные статьи для форм buey и güey. Использование güey , которое в его первоначальном виде относилось к самцу (хотя и кастрированному) крупного рогатого скота, в Мексике уже относится к обоим полам. Это женское употребление появилось совсем недавно: около 10 лет назад. Гендерное равенство не прощает. В сети продолжается трансформация исходного падежа в винительный падеж, и форма wey используется все больше и больше."
"траверс, траверс"," TRAVESAR Слово «траверс» означает «идти с одной стороны на другую» и происходит от латинского transversus = «пройденный». Смотреть сквозь. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" лодка"," BOTE Различные значения слова «лодка» зависят от его этимологии: от архаичного английского «летучая мышь» (сегодня лодка) = маленькое судоходство. Летучая мышь происходит от индоевропейского корня *bheid (расщеплять) в смысле расщепления ствола дерева. От германского *botan (ударять) = прыжок (например, мяч), который совершает предмет, брошенный на твердую поверхность. От каталонского горшка = цилиндрический сосуд с крышкой. Каталонец взял горшок от вульгарного латинского *pottus, см. Pote и тушеное мясо."
" головокружительный","MAREAR Слово головокружение имеет значение «приведение лодки в движение, ощущение дискомфорта в голове и желудке, которое обычно проявляется рвотой и потерей равновесия» и происходит от латинского mare = «масса воды». См.: море, а также приливная волна. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" нос, нос","PROA или PRORA Слова prora и proa происходят от латинского prora, а это от греческого πρῷρα ο πρῴρα (prōra). Согласно Короминасу1, слово proa происходит «от древнероманской формы proda (сегодня сохранившейся в Италии), возникшей в результате диссимиляции латинского prōra (взятого от греческого prōra)». Гомер использует слово πρῴρα (πρῴρη в ионном диалекте) в своей работой Odyssey (XII, 230): '' αὐτὰρ ἐγὼ καταΔὺς κλυτὰ τεύχεααὶ Δύο ρε μάκρ᾽ ἐεύύε κ Δύοῦρε μάκρ᾽τὰ χύε κ Δύύ Δύ Δῦ; «Тогда я надел свое знаменитое оружие и, взяв в руки два копья, двинулся к мостику корабля в нос». Через латинское prora мы имеем французское proue, итальянское proda, prora и prua, английское prow. Интересно отметить, что английские слова proa, prao, prau, prahu происходят от малайских слов pərahu, pərau (= корабль) <padahu = парусник на языке каннада или каннада (вероятно, под влиянием испанского или португальского proa). От того же корня исходит кастильский голос одобрения. Источник: «Краткий этимологический словарь кастильского языка» Джоан Короминас, 2008 г. Редакция Gredos»."
"состояние, условия","СОСТОЯНИЕ Слово «состояние», хотя DRAE его и не определяет, является омонимичным результатом принятия культом двух латинских слов. Одно и главное из них – condicio, condicionis, означающее главным образом положение, оговоренное или указанное по общему согласию на что-либо, и являющееся следствием глагола condicere (согласиться, указать или исправить по соглашению, также совершить) . Этот глагол имеет префикс con- (вместе, глобально) и глагол dicere, который означает не только говорить, но и указывать, и который происходит от индоевропейского корня *deik- (показывать, указывать, торжественно проявлять ). Как известно, dicere имеет огромное количество производных (дикция, предсказывать, предсказывать, диктовать и т.д.). Другое слово conditio, conditionis (подготовка, приправа, добавление), которое является результатом глагола condire (приправлять, составлять), который дает нам слово приправа. Этот глагол condire, который иногда был связан с condere (скрывать, находить) по причинам, которые не очень ясны или приняты всеми, зависит от индоевропейского корня *dhē- (ставить, исправлять). Это слово conditio использовалось в поздней латыни со значением принадлежности, которая становится частью вещи и без которой вещь не может существовать, так что оно также стало добавлять и усиливать значение, уже частично принятое condicio, «условия». ""как предыдущую посылку к чему-либо, и ее следует частично смешивать с условием."
Стерн," ПОПА Слово «корма» происходит от латинского puppis (корма, задняя часть лодки), которое, должно быть, произвело в языке форму куколки и приняло -а по аналогии с проа, передней частью корабля. Это латинское слово не связано ни с каким другим словом в языке, так что, возможно, это заимствование неизвестного происхождения."
" спасательный жилет"," СПАСАТЕЛЬ Слово «спасатель» состоит из слов «спасать», а также «жизнь». Это сопоставленное слово относится к поплавку, который бросают, когда кто-то падает в воду. См.: спасти, а также жизнь. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" салон самолета","КАБИНА Слово каюта имеет значение «спальня на корабле» и происходит от суффикса -ote (увеличительный падеж) в слове «комната», а это от греческого камара = «комната». См.: камера, товарищ, а также ириготе. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" пирс","ПИРС Слово пирс имеет значение «место, где можно сесть на лодку» и происходит от en- + лодка + -adero. Лодка происходит от латинского barca = «лодка», а это от греческого baris = «каноэ или felucca, типичное для египтян». См.: лодка, размах крыльев, а также водораздел. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" порт","ПОРТ Слово «порт» происходит от латинского «portus», по-видимому, от «portare» (перевозить), потому что именно здесь перевозятся товары. Но он также имеет слияние с Euskera (баскский) bortu (убежище, земля, окаймленная горами). От portus у нас также есть возможность, назойливость и содействие Переход от порта к порту напоминает нам, что каждая буква или тоника в латыни дифтонгизируется на -ue- в родовом кастильском (см.: кость, удар и новый). Слово portus связано с индоевропейским корнем *per- (нести, приносить), присутствующим в греческом πόρος (poros = путешествие, переход), отсюда и слова poro и emporio. Дело не в том, что portus происходит от portare, а в том, что portus (по происхождению, отверстию или проходу, обеспечивающему транспортировку) происходит от того же индоевропейского корня *per- (вести, нести). Портус означает не только морской порт на латыни, но также порт или высокогорный перевал. Здесь нет слияния с баскским, происходит то, что bortu в баскском является заимствованием от латинского portus, что можно увидеть в любом этимологическом словаре баскского языка. Баскский язык имеет бесчисленное количество латинских заимствований, особенно в отношении сельскохозяйственных методов, которые первобытные баски едва знали, и во многих других областях."
спортивный," СПОРТ Слово спорт имеет значение «связанный со спортом» и происходит от суффикса -ivo (активная или пассивная связь) в слове «спорт», а это от латинского deportare = «изгонять на классической латыни, но также получать удовольствие в вульгарная латынь». См.: спорт, а также спорт. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" Береговая охрана","БЕРЕГОВАЯ ОХРАНА Слово «береговая охрана» составлено из слов «охрана», а также «берег». Это сопоставленное слово, которое относится к лицу, отвечающему за защиту побережья. См.: сохранить, а также стоимость. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" Роб","ATRACAR Глагол причалить (подвести лодку к берегу или к другой лодке) происходит от андалузского арабского الترقى (atraqqá = подниматься), а этот от классического арабского ترقى (tarraqá = подниматься). Это происходит от семитского корня, означающего «выйти из воды», а не спуститься, войти в воду. В Чили стыковка используется для обозначения эротического поцелуя и ласки пары. Помимо вывода лодки на берег, основной смысл швартовки состоит в нападении на кого-либо с целью ограбления, особенно если нападение происходит в городской и населенной местности. Это называется грабеж. С другой стороны, если мы имеем в виду действие по доставке корабля на сушу или в портовый док, это называется стыковкой. А также выпивать - заставлять есть и пить чрезмерно, а рефлекторно использовать, выпивать - значит чрезмерно есть или пить что-либо (обжорство морепродуктами, обжорство пивом и т. Д.). В этом случае мы называем действие переедания или питья, по крайней мере, в Испании, перееданием."
якорь,"ANCLA Испанское слово якорь происходит от греческого ἂγκυρα через латинское ancora1 2 с изменением тембра гласных (артикуляционное открытие). ἂγκυρα > латинское ancora > якорь (мы ожидаем латинское *ancura). Греческое слово имело следующие значения3: якорь (в этом значении оно встречается уже в трудах Алкея - 7 век до н.э.). поддержка, надежда детей. крюк, используемый для защиты от осаждающих. вид вилки, чтобы выбрать очень высокий инжир. пенис. Отношения и контакты жителей Лацио и вообще италийских народов с грекоязычным миром восходят к микенскому периоду (2-е тысячелетие до н.э.) и усиливаются с 8-го века до н.э. колонизация, прежде всего морем, в Средиземноморье. Слово ἂγκυρα — один из терминов, связанных с морем и мореплаванием (см. также: govern, conger), которые начинают распространяться среди грубых италийских языков устно, через греческих моряков и поселенцев. По словам Хорхе Бергуа Каверо, профессора греческой филологии в Университете Малаги, латинское слово ancora является одним из греческих слов, которые: «Записи на латыни в дописьменные времена продолжали использоваться на протяжении веков и поэтому также представлены в испанском... по крайней мере с 7 века до н.э. все греческие заимствования, о которых мы собираемся говорить, входят в язык исключительно устно, таким образом адаптируя латинскую фонологию без какого-либо орфографического зуда (как это будет, с другой стороны рука, норма в образованной латыни с 1-го века до н.э.) и претерпела некоторые важные фонетические изменения, вплоть до того, что часто маскировала свое греческое происхождение и поэтому рассматривалась говорящим в развитую республиканскую эпоху как чисто латинские голоса. на язык´´4. От этого же корня произошли слова якорь (английский), anker (немецкий), ancre (французский), ancoire (ирландский) и т. д. Источники: Этимологический словарь новоэллинского языка Георгиоса Бабиниотиса (профессора лингвистики и ректора Афинского университета). Афины. 2009. Этимологический словарь древнегреческого языка. Дж. Б. Хофманн (перевод на греческий язык Антонио Папаниколау, профессора древнегреческой филологии Афинского университета). 1974. Греко-испанский словарь, том I (второе исправленное и дополненное издание) Институт филологии. Высший совет научных исследований. Мадрид 2008. Эллинизмы испанского языка. Хорхе Бергуа Каверо. Редакция Гредос. Мадрид. 2004. Греческое слово ἂγκυρα (ankyra = якорь) связано с индоевропейским корнем *ank-2- (сгибаться), от которого мы также имеем угол, анконит и анкилоз."
прибой," НАВИГАЦИЯ Слово «навигация» происходит от латинского navigare и означает «путешествовать на корабле». Его лексическими компонентами являются: navis (корабль) и agere (проводить, вести, перемещать). См.: другие латинские корни, корабль, а также смягчение. Внимание: это минимальный вход. Он включает только корень слова «навигация». У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" буй"," БУЙ Слово буй (поплавок, который используется в качестве сигнала в море) происходит от предполагаемого франкского *baukan (сигнал), который должен быть связан с английским маяком и верхненемецким bouhham. Они связаны с индоевропейским корнем *bha (сиять), также присутствующим в словах люминофор, фотон, фенотип, профаза и полоса."
" покрытый, покрытый","ПОКРЫТЫЙ Слово «покрытый» происходит от латинского coopertus и означает «инструменты для еды, которые кладут на тесто». Его лексическими компонентами являются: префикс con- (все, вместе), operire (покрывать), плюс суффикс -to (причастие, получившее действие). См.: префиксы, суффиксы, другие латинские корни, покрытие, покрытие, а также обнаружение. Внимание: это минимальный вход. Он включает только префикс, корень и суффикс слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" каноэ","ПИРАГУА Слово «пирога» означает «тип лодки» и происходит от таино. См.: Тайно. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" ВПП","ПЕШЕХОДНЫЙ МОСТ Слово пешеходный мост (небольшой мост) происходит от итальянского слова passarella, состоящего из глагола passare (проходить) и уменьшительно-ласкательного суффикса -ella, то есть небольшой шаг. Латинский глагол passare происходит от passus (шагать, ставить ногу вперед). Отсюда также слова переход и передача. Passus происходит от pandere (растягиваться). Затем вытягивают (пандере) ногу, выставляют одну ногу вперед и делают шаг (пассус). Глагол pandere связан с индоевропейским корнем *petə- (распростертые руки, простираться, разворачиваться). К другим словам, пришедшим к нам из итальянского языка и имеющим суффикс -ella, относятся: акварель, мелочь, дозорный, болонья и роман."
" надувной","НАДУВНОЙ Слово «надувной» образовано от латинских корней и означает «то, что можно надуть». Его лексические компоненты: префикс in- (внутрь), flash (дуть) плюс суффикс -able (что может). См.: префиксы, суффиксы, другие латинские корни, раздувать, набухать, а также воспламеняться. Внимание: это минимальный вход. Он включает только префикс, корень и суффикс надувного слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" каяк","КАЯК Слово «каяк» имеет эскимосское происхождение. Байдарка представляет собой небольшую лодку для одного человека, особенностью которой является то, что ее верхняя часть закрыта, оставляя видимым только тело человека, использующего ее, который также использует одно весло (от латинского: remus) с двумя лопастями. заканчивается, чтобы привести его в движение, таким образом, будучи очень маневренным и быстрым из-за гидродинамических характеристик своего корпуса. Эскимосы строят их (или раньше их строили) из шкур тюленей, но в настоящее время они также изготавливаются из стекловолокна, так как они были в моде в течение нескольких десятилетий, для занятий спортом на этом типе лодок, особенно в дисциплинах, которые включают плавание по проливным горам. реки, к которым могут быть добавлены различные препятствия, которые участники должны преодолеть, следуя заранее определенному маршруту. - Спасибо: ENNIVS"
" парусная лодка","ПАРУСНИК Слово «парусник» означает «лодка с парусами» и происходит от латинского velum = «ткань». См.: свеча. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" я уже","ЯХТА В 16 веке голландцы называли быстроходный пиратский корабль jachtschiff. Jachtshiff происходит от архаичного немецкого jagen (охотиться). Англичане скопировали конструкцию этого корабля, чтобы строить роскошные корабли для богатых. Они назвали это прогулочное судно яхтой (мы также находим, что оно пишется как jaght, jagen, yaught и т. д.). Оттуда оно перешло на кастильский с названием яхты. Уоткинс связывает глагол jagen с индоевропейским корнем *yek-2 (охотиться). Покорный и Робертс-Пастор не упоминают этот корень. Голландский - это западногерманский язык, на котором говорят в Нидерландах (на уровне моря), отколовшийся от нижненемецкого, ответвления германской лингвистической ветви, германской ветви, которая также дала начало верхненемецкому языку (древненемецкому языку, который дал начало современному немецкому языку). На нем говорят голландцы и фламандцы из северной Бельгии. В 16 веке Нидерланды стали независимыми от Испании. Нидерланды основали свою столицу в Амстердаме и разработали новый класс легких высокотоннажных судов. С этими новыми кораблями он стал великой коммерческой военно-морской державой. Именно поэтому от голландцев к нам пришло несколько морских терминов, таких как: порт, бушприт, корвет, демаррар, дамба, дюна, правый борт, флибустьер, фрахт и навес."
"ловит рыбу"," РЫБАЛКА Слово «рыбалка» происходит от латинского piscarius и означает «относящийся к рыбной ловле». Его лексические компоненты: piscari (ловить рыбу) плюс суффикс -ero (место, профессия). См.: суффиксы, другие латинские корни, рыба, а также bracero. Внимание: это минимальный вход. Он включает только корень и суффикс слова рыбалка. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" блокировать","БЛОК Слово блок (большой кусок грубого или необработанного материала :) происходит от французского блока, а это от голландского блок (вырезанный ствол). Голландское слово связано с индоевропейским корнем *bhelg- (луч), присутствующим в слове фаланга через греческое φάλαγξ (фаланга = фаланга, ролик). Отсюда также: Блокировать - ставить блоки, чтобы остановить проход. Блокировка - действие блокировки, препятствие проходу. Блокировщик - тот, кто блокирует. Разблокировать - удалить препятствие. Контрблокада - боевые действия по устранению препятствия со стороны противника. Французское слово также дало нам слово блокнот в отношении набора листов бумаги, например, в блокноте. Еще у нас есть: Блокар - остановить мяч обеими руками. Блокирование - действие по остановке мяча. Блокгауз - военное укрепление."
" крыша","КРЫША Слово «крыша» образовано от латинских корней и означает «то, что покрывает крышу». Его лексические компоненты: тегула (плитка) плюс суффикс -адо (который получил действие). См.: суффиксы, другие латинские корни, черепица, а также крыша. Внимание: это минимальный вход. Он включает только корень и суффикс слова крыша. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" приступить, приступить","ПОСАДКА Слово «погрузиться» означает «посадить в лодку» и происходит от en- + лодка + -ar. Лодка происходит от латинского barca = «лодка». См.: корабль, а также мешок. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" окно","ОКНО Слово «окно» происходит от латинского слова ventus (ветер). Окна в Риме не освещались, свет проникал через центральный двор, через атриум. Вот почему слова окно (вентус) и окно (по-английски ветер) относятся к ветру, а не к свету. Просмотр: экран и дефенестрировать. Оба слова, латинское ventus и английское window, происходят от индоевропейского корня *we- (дуть). Производные слова включают: окно (акт высовывания из окна), окно, окно (большое окно), окно (мужчина, который смотрит на женщин-пилуча через окно). В начале слово «окно» означало не то, что оно делает сейчас, а «отверстие», «вентиляционное отверстие», «ноздря», то есть то, что оно до сих пор имеет во фразе «ноздри». Старокастильское слово для обозначения окна, использовавшееся в первые века языка, было hiniestra <латинское fenĕstra (от которого также происходят каталонское fenestra ofinestra, французское fenêtre, итальянское Finestra и даже немецкое Fenster). Окно является сестринским словом португальской продажи, ранее ventãa, ventã, что означает только «отверстие в носу»; португальцы, которые также не сохранили fenĕstra в общем смысле окна (есть португальское fresta <fenĕstra, но оно означает «узкое продольное отверстие»), используют слово janela <вульгарно-латынь januella «маленькая дверь» для обозначения окна. Именно в конце Средневековья окно становится синонимом хиниэстры. Уже в испано-латинском словаре Небрихи (1495 г.) они появляются полностью как синонимы: «Window или hiniestra fenestra, -ae». Но во время Siglo de Oro хиньестра уже устарела, поскольку Коваррубиас в своей «Сокровищнице» (1611 г.) не дает никакого другого слова, кроме окна и с нынешним значением. Считается, что утрата hiniestra и замена его на window произошла из-за нежелательной омонимии hiniestra с iniestra, вариант iniesta 'retama' < вульгарно-латинское genĕsta, слово, которое также устарело и было заменено именно арабизмом retama. Точно неизвестно, что является родоначальником испанского окна и португальской купели, несомненно родственной латинскому ventus; возможно, это вульгарное латинское *window, означающее «место, через которое проходит ветер»."
пол," ПОЛ Слово «пол» имеет значение «растение здания, поверхность, по которой ходят» и происходит от глагола «наступать», а это от латинского pinsare = «шлифовать, давить, бить». См.: шагать. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
